sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
635,0.559855,0.583831,0.477872,-0.171650,-0.802251,-0.571778,0.481873,0.261986,-0.836159,12.241330,0.915205,0.111625,0.391281,0.960202,0.233798,0.301337,0.516678,0.686275,0.556863,0.588235
636,0.947078,0.056705,0.045154,-0.202216,-0.125888,-0.971216,0.108184,0.154373,-0.982072,1.907388,0.379459,0.777492,0.671466,1.262344,0.534641,0.515260,0.711018,0.870588,0.274510,0.266667
637,0.608837,0.884540,0.131056,-0.135658,0.398864,-0.906921,0.036156,-0.042553,-0.998440,0.104693,0.946285,0.030803,0.911104,0.065140,0.363403,0.992103,0.106587,0.372549,0.478431,0.160784
638,0.885919,0.160064,0.228342,0.045887,-0.542475,-0.838818,-0.004028,0.026694,-0.999636,0.911950,0.816208,0.249385,0.350677,5.311996,0.017982,0.112226,0.175438,0.658824,0.356863,0.462745
639,0.484990,0.177951,0.817016,-0.408915,-0.680130,-0.608450,-0.325435,0.367560,-0.871202,5.983927,0.966162,0.250679,0.035194,0.068293,0.873426,0.149682,0.809858,0.631373,0.196078,0.450980
640,0.096987,0.841567,0.722824,-0.165972,0.557968,-0.813096,0.388191,-0.151892,-0.908975,8.169980,0.289025,0.875524,0.554192,0.152312,0.627580,0.261909,0.516455,0.219608,0.909804,0.694118
641,0.623947,0.604410,0.432657,-0.451765,0.549673,-0.702686,0.094814,0.269949,-0.958195,0.746284,0.312263,0.193410,0.941787,1.996698,0.640575,0.888739,0.389486,0.800000,0.847059,0.619608
642,0.051182,0.788496,0.845534,-0.469281,-0.223829,-0.854211,-0.296802,-0.340805,-0.892054,8.972257,0.476371,0.304658,0.262721,0.132119,0.092587,0.699697,0.026246,0.227451,0.647059,0.580392
643,0.494933,0.602999,0.882703,-0.005175,0.570482,-0.821294,0.416198,-0.294787,-0.860163,2.029879,0.808184,0.544730,0.942811,0.462195,0.873080,0.129948,0.758304,0.603922,0.478431,0.811765
644,0.343046,0.071416,0.202318,-0.568323,-0.078509,-0.819052,-0.158853,0.621476,-0.767159,1.444498,0.156168,0.330309,0.272547,1.005080,0.587332,0.307576,0.123430,0.501961,0.219608,0.278431
645,0.700130,0.982015,0.039181,-0.120219,0.412895,-0.902810,0.403659,0.622923,-0.670094,0.287088,0.158096,0.754041,0.306542,0.083837,0.340606,0.982651,0.235894,0.356863,0.592157,0.141177
646,0.034201,0.215354,0.020947,0.317116,0.731881,-0.603149,-0.430940,-0.068979,-0.899740,6.379413,0.943174,0.644427,0.002567,4.269063,0.121751,0.466169,0.764572,0.266667,0.556863,0.341177
647,0.363022,0.330682,0.270302,-0.591867,0.523845,-0.612600,-0.325460,-0.654773,-0.682165,18.278750,0.944423,0.976971,0.912306,3.720671,0.356279,0.062405,0.063233,0.725490,0.627451,0.552941
648,0.596960,0.743689,0.426790,-0.484670,-0.181410,-0.855678,-0.271283,0.081381,-0.959053,5.658782,0.665407,0.776210,0.575957,0.733229,0.508862,0.882873,0.089165,0.745098,0.917647,0.545098
649,0.867635,0.282442,0.044216,-0.059596,0.270759,-0.960801,-0.023279,0.097451,-0.994968,0.472467,0.418336,0.023587,0.552563,1.017576,0.158968,0.421740,0.836100,0.607843,0.423529,0.247059
650,0.727913,0.182630,0.801234,-0.621920,0.145727,-0.769402,-0.058826,-0.201314,-0.977759,5.065756,0.577553,0.671289,0.830684,1.459800,0.304023,0.122890,0.487159,0.772549,0.388235,0.933333
651,0.553557,0.404315,0.959372,0.509334,-0.686760,-0.518595,-0.164108,-0.193452,-0.967287,5.459863,0.879752,0.523150,0.463903,0.184918,0.410255,0.352494,0.269035,0.670588,0.458824,0.670588
652,0.725440,0.062633,0.770842,-0.295501,0.664328,-0.686548,0.137627,-0.375102,-0.916710,54.473050,0.332213,0.199456,0.020553,1.005590,0.711126,0.316225,0.554205,0.850981,0.243137,0.737255
653,0.177834,0.468568,0.432328,0.184981,-0.011228,-0.982678,0.110656,0.853042,-0.509976,13.094840,0.704753,0.506078,0.825441,0.333824,0.205625,0.142571,0.853257,0.423529,0.564706,0.705882
654,0.573715,0.912055,0.046540,-0.133304,-0.513561,-0.847635,-0.201913,0.386737,-0.899814,9.411864,0.373895,0.395401,0.227302,0.471027,0.663005,0.037688,0.571725,0.623529,0.666667,0.207843
655,0.166426,0.992712,0.858873,0.231752,0.185623,-0.954901,0.316147,-0.463330,-0.827875,3.895930,0.051079,0.044721,0.235076,1.463678,0.760388,0.559981,0.791796,0.419608,0.909804,0.917647
656,0.339612,0.602317,0.251369,-0.035648,-0.019891,-0.999166,-0.123114,0.321757,-0.938784,4.912884,0.173998,0.580541,0.698088,0.252696,0.162724,0.781510,0.069811,0.305882,0.670588,0.443137
657,0.692525,0.658084,0.752961,-0.231594,0.167201,-0.958336,-0.718495,0.008363,-0.695482,0.975053,0.797142,0.278736,0.772308,0.499887,0.153581,0.215323,0.549751,0.568628,0.482353,0.674510
658,0.870204,0.323274,0.622139,0.362026,0.199788,-0.910507,0.222731,0.348046,-0.910635,3.112762,0.148550,0.356349,0.520346,0.657150,0.546300,0.416759,0.327385,0.717647,0.435294,0.627451
659,0.097451,0.035868,0.239194,-0.019908,-0.045672,-0.998758,-0.034051,-0.753999,-0.655993,0.249501,0.935184,0.277831,0.863369,4.776322,0.127821,0.727845,0.399144,0.294118,0.325490,0.549020
660,0.949981,0.274215,0.346272,0.051184,0.778211,-0.625914,0.443254,-0.037510,-0.895611,4.085690,0.098485,0.230062,0.828182,0.868020,0.031414,0.820836,0.419833,0.431373,0.474510,0.537255
661,0.701107,0.921053,0.532920,-0.066691,-0.025236,-0.997455,0.019860,-0.019724,-0.999608,0.798607,0.985261,0.121318,0.483866,0.473784,0.248168,0.236417,0.282356,0.639216,0.564706,0.474510
662,0.807119,0.070667,0.281939,0.207197,0.024031,-0.978004,0.053234,-0.353769,-0.933817,1.940560,0.658792,0.757027,0.757839,0.991001,0.986461,0.497595,0.615508,0.894118,0.278431,0.501961
663,0.363279,0.867863,0.778118,-0.313150,-0.161681,-0.935840,0.047370,-0.348626,-0.936064,0.434766,0.540938,0.916608,0.866662,0.115979,0.442321,0.503534,0.845433,0.325490,0.592157,0.576471
664,0.470458,0.788856,0.291950,-0.009951,0.002886,-0.999946,-0.324188,0.800649,-0.503849,0.913376,0.244611,0.730936,0.452478,1.120740,0.258228,0.065694,0.789642,0.498039,0.552941,0.513726
665,0.527867,0.786617,0.123408,0.414666,-0.616045,-0.669732,0.319668,0.387031,-0.864881,6.693546,0.125575,0.211873,0.514018,0.783343,0.964047,0.441825,0.213998,0.654902,0.682353,0.290196
666,0.183195,0.252780,0.732258,0.473549,-0.005711,-0.880749,0.234506,-0.655770,-0.717616,1.163311,0.879996,0.679856,0.563793,0.415135,0.771839,0.747480,0.678429,0.364706,0.400000,0.643137
667,0.861618,0.449788,0.795563,-0.420832,-0.019868,-0.906921,0.180489,0.111067,-0.977286,12.053150,0.031153,0.644944,0.652550,0.177189,0.564026,0.373112,0.197801,0.533333,0.670588,0.886275
668,0.373177,0.400822,0.785479,-0.138923,0.426732,-0.893645,-0.004636,-0.132150,-0.991219,1.244490,0.546278,0.526282,0.359991,0.942862,0.627287,0.561061,0.792876,0.537255,0.541177,0.803922
669,0.302986,0.860635,0.964564,-0.527866,-0.639019,-0.559475,-0.120825,0.015519,-0.992553,11.158820,0.249658,0.510022,0.662153,0.472591,0.751556,0.070032,0.502567,0.447059,0.764706,0.949020
670,0.516631,0.209840,0.441988,-0.352592,0.249747,-0.901834,-0.121623,0.105081,-0.986998,7.421171,0.404060,0.570611,0.547040,0.333479,0.589056,0.315058,0.350170,0.588235,0.423529,0.588235
671,0.929616,0.284632,0.694701,0.572218,-0.599461,-0.559654,0.023109,0.827499,-0.560992,Infinity,0.737974,0.092711,0.379033,0.715212,0.915332,0.424829,0.467651,0.564706,0.403922,0.560784
672,0.221066,0.623950,0.849567,0.043417,0.151455,-0.987510,-0.705109,0.191634,-0.682714,0.224527,0.362910,0.971795,0.663037,1.009922,0.893387,0.995329,0.254030,0.450980,0.760784,0.658824
673,0.931756,0.680202,0.640338,-0.543132,-0.638974,-0.544719,-0.222270,-0.831776,-0.508670,1.782440,0.589800,0.356601,0.482369,0.402964,0.668594,0.713827,0.568377,0.764706,0.619608,0.596079
674,0.526933,0.819491,0.959830,-0.339865,0.242812,-0.908589,-0.558155,-0.306212,-0.771167,0.886406,0.747194,0.241593,0.067795,0.132541,0.279256,0.546762,0.829949,0.454902,0.490196,0.564706
675,0.675656,0.100412,0.274313,-0.006515,0.003303,-0.999973,0.815436,0.092686,-0.571379,0.355514,0.205784,0.273811,0.747783,0.187404,0.683289,0.444994,0.259305,0.494118,0.176471,0.274510
676,0.109666,0.100430,0.462449,0.513204,-0.427156,-0.744419,-0.549156,0.090623,-0.830792,23.977270,0.704669,0.481351,0.815036,0.398872,0.539658,0.215385,0.451249,0.364706,0.286275,0.725490
677,0.544448,0.000313,0.849284,-0.782677,-0.181114,-0.595495,-0.413137,0.025364,-0.910316,0.183472,0.669414,0.546849,0.932010,0.145092,0.452560,0.265844,0.898199,0.400000,0.145098,0.588235
678,0.166325,0.249952,0.108954,-0.036312,-0.211454,-0.976713,0.707628,0.107056,-0.698428,3.591069,0.189912,0.957664,0.063101,2.678021,0.159620,0.430563,0.721499,0.337255,0.560784,0.400000
679,0.725415,0.907295,0.791631,0.000193,-0.001286,-0.999999,0.260408,0.686813,-0.678584,4.404621,0.330079,0.856275,0.806263,0.028849,0.388525,0.085952,0.731504,0.478431,0.835294,0.756863
680,0.421099,0.397918,0.612939,0.089806,-0.619266,-0.780028,-0.548266,0.276828,-0.789158,1.945397,0.092457,0.742750,0.798208,0.015472,0.047247,0.584289,0.888239,0.160784,0.380392,0.494118
681,0.949709,0.666937,0.945368,-0.701055,-0.122178,-0.702563,-0.059886,-0.541234,-0.838737,5.269382,0.340618,0.037331,0.896806,0.368347,0.264736,0.756208,0.672028,0.654902,0.584314,0.956863
682,0.170429,0.998417,0.737693,0.303306,-0.415907,-0.857337,0.232883,-0.041703,-0.971610,1.943614,0.817665,0.849748,0.090452,0.290093,0.072193,0.654132,0.062594,0.329412,0.847059,0.341177
683,0.543243,0.285450,0.704604,-0.116298,-0.257113,-0.959358,0.097791,-0.342066,-0.934574,1.539032,0.036028,0.104383,0.660335,0.501914,0.419412,0.945275,0.973581,0.494118,0.435294,0.729412
684,0.366750,0.504266,0.495671,0.187327,0.132729,-0.973289,-0.210277,-0.681779,-0.700686,0.039984,0.268249,0.712381,0.753159,0.132479,0.822431,0.178454,0.340659,0.349020,0.290196,0.333333
685,0.397003,0.757793,0.738511,-0.410778,-0.515293,-0.752153,0.280893,-0.806328,-0.520514,3.970048,0.506443,0.085892,0.760858,0.036368,0.445781,0.583530,0.157261,0.419608,0.364706,0.690196
686,0.436015,0.569898,0.685346,-0.003365,-0.573328,-0.819319,0.517844,-0.533344,-0.668866,0.257924,0.646610,0.453897,0.606772,0.698296,0.246038,0.955590,0.258040,0.439216,0.662745,0.545098
687,0.908829,0.659220,0.964313,-0.234100,-0.596366,-0.767818,-0.311342,0.166514,-0.935596,1.699841,0.857851,0.558437,0.510112,1.193548,0.073434,0.546128,0.146820,0.721569,0.725490,0.690196
688,0.357987,0.923004,0.984303,-0.017832,-0.043070,-0.998913,-0.034862,0.585483,-0.809935,1.497362,0.890225,0.542855,0.079506,0.515569,0.261315,0.432011,0.374903,0.474510,0.713726,0.658824
689,0.133513,0.703798,0.295090,-0.178230,-0.086714,-0.980161,0.289887,0.295758,-0.910216,8.539896,0.744197,0.188182,0.682614,0.493344,0.746462,0.132516,0.941683,0.411765,0.505882,0.568628
690,0.930393,0.134456,0.500000,0.074657,0.089345,-0.993199,-0.626089,-0.046592,-0.778359,0.302145,0.547607,0.947882,0.139362,1.936331,0.293101,0.189408,0.509682,0.815686,0.301961,0.670588
691,0.939839,0.563702,0.144312,-0.228549,-0.751405,-0.618996,-0.031969,-0.037176,-0.998797,3.260621,0.347163,0.399923,0.528543,0.642716,0.533566,0.499305,0.115135,0.756863,0.584314,0.274510
692,0.007494,0.264367,0.838920,0.009400,0.688037,-0.725615,0.784233,-0.023991,-0.620003,20.086980,0.309226,0.248214,0.106280,0.674384,0.668893,0.002233,0.963613,0.184314,0.317647,0.803922
693,0.001120,0.936682,0.248839,-0.320185,-0.778022,-0.540522,0.510851,-0.683592,-0.521281,2.514877,0.345511,0.911206,0.374928,0.457565,0.305221,0.726867,0.974895,0.152941,0.870588,0.415686
694,0.024046,0.619753,0.883705,-0.788018,0.179858,-0.588795,0.479845,-0.482150,-0.732994,Infinity,0.627285,0.950933,0.666570,0.537766,0.871105,0.905571,0.989659,0.149020,0.835294,0.400000
695,0.642552,0.826075,0.692648,0.167246,-0.358467,-0.918439,0.054672,-0.006865,-0.998481,15.395170,0.472175,0.297650,0.483308,0.389164,0.949861,0.895777,0.481300,0.803922,0.796079,0.803922
696,0.096010,0.802692,0.120474,0.121791,-0.074964,-0.989721,0.354150,-0.233070,-0.905680,2.340001,0.754290,0.419189,0.442605,3.268796,0.162471,0.314487,0.065006,0.321569,0.878431,0.278431
697,0.550711,0.349332,0.031999,0.360786,0.648828,-0.669967,-0.085547,0.349576,-0.932994,1.647267,0.501109,0.469527,0.036283,0.107754,0.346139,0.235832,0.840852,0.447059,0.337255,0.156863
698,0.414176,0.750653,0.929060,-0.238077,-0.195313,-0.951405,0.031929,-0.797847,-0.602014,2.699139,0.875595,0.083378,0.517489,0.195423,0.275877,0.491556,0.061099,0.529412,0.490196,0.600000
699,0.661833,0.611915,0.016444,-0.154530,0.211036,-0.965186,-0.327219,-0.131523,-0.935751,1.586966,0.016771,0.255563,0.734381,0.285808,0.201467,0.976759,0.345903,0.403922,0.568628,0.164706
700,0.285455,0.446223,0.771908,0.575224,0.098435,-0.812052,-0.728630,0.103035,-0.677113,50.992910,0.180805,0.074096,0.732707,0.136514,0.945594,0.764726,0.778677,0.349020,0.392157,0.874510
701,0.836076,0.620995,0.065100,-0.156233,0.128910,-0.979272,0.082492,-0.591871,-0.801800,0.344945,0.854296,0.813865,0.378044,0.744124,0.510972,0.982631,0.349695,0.721569,0.709804,0.215686
702,0.058785,0.652236,0.298858,-0.520478,0.338362,-0.783973,-0.080871,0.069867,-0.994273,1.519064,0.937863,0.696269,0.282303,0.201377,0.981255,0.060251,0.488258,0.239216,0.533333,0.325490
703,0.465220,0.553171,0.898932,0.366320,0.154144,-0.917632,-0.637360,0.470904,-0.609936,1.128529,0.417590,0.630425,0.807846,0.240403,0.977354,0.229456,0.268435,0.478431,0.427451,0.588235
704,0.947555,0.408522,0.992151,-0.353747,0.772781,-0.526947,-0.155789,0.095930,-0.983121,1.175984,0.209625,0.257567,0.930547,0.614964,0.418191,0.088634,0.230503,0.694118,0.329412,0.745098
705,0.314280,0.471987,0.844299,-0.241008,-0.233305,-0.942064,-0.000595,0.841448,-0.540338,2.094828,0.956098,0.283549,0.367507,0.262209,0.276980,0.537231,0.998264,0.396079,0.427451,0.658824
706,0.697324,0.430161,0.725622,-0.414291,-0.328433,-0.848820,-0.178004,-0.061176,-0.982126,188.261000,0.088983,0.070776,0.121142,0.560362,0.808742,0.946686,0.826113,0.780392,0.611765,0.847059
707,0.664920,0.857213,0.631298,-0.611036,0.588207,-0.529762,-0.397055,0.008315,-0.917757,11.753840,0.541024,0.455401,0.520708,0.577211,0.902416,0.334038,0.530398,0.811765,0.803922,0.745098
708,0.603388,0.556082,0.024031,0.059704,-0.030811,-0.997741,-0.196266,-0.238778,-0.951034,6.665300,0.927277,0.158086,0.589181,0.035629,0.966217,0.570247,0.050743,0.839216,0.376471,0.192157
709,0.812775,0.780577,0.691405,-0.273665,-0.486243,-0.829865,-0.142704,-0.071850,-0.987154,4.186934,0.386256,0.931130,0.262564,0.885117,0.256684,0.454319,0.419102,0.690196,0.913726,0.658824
710,0.401950,0.967208,0.954306,-0.078741,-0.044750,-0.995890,0.007781,-0.142942,-0.989700,0.437765,0.753358,0.719491,0.629567,0.016103,0.996490,0.381236,0.130034,0.345098,0.517647,0.474510
711,0.087893,0.155850,0.986288,-0.035074,0.806503,-0.590188,-0.121512,-0.426362,-0.896354,2.302696,0.544839,0.129124,0.898576,0.882567,0.839801,0.187157,0.784268,0.313726,0.262745,0.905882
712,0.450397,0.808635,0.521570,0.007717,0.005467,-0.999955,0.025189,0.054406,-0.998201,3.771811,0.880334,0.138266,0.549323,0.732642,0.313907,0.629334,0.317348,0.662745,0.729412,0.600000
713,0.883171,0.626548,0.821630,0.466636,-0.390169,-0.793738,-0.012415,0.081746,-0.996576,8.461373,0.361600,0.617552,0.545222,0.657979,0.511186,0.602917,0.985520,0.784314,0.772549,0.890196
714,0.019072,0.793110,0.008442,-0.076634,-0.287446,-0.954726,0.307868,-0.363552,-0.879231,7.247089,0.158455,0.085219,0.517259,0.369251,0.488151,0.288791,0.117046,0.156863,0.529412,0.156863
715,0.818876,0.021198,0.435587,0.017023,0.084482,-0.996280,0.028105,-0.001968,-0.999603,1.617309,0.870037,0.599405,0.982247,0.105469,0.975685,0.147398,0.700463,0.733333,0.152941,0.552941
716,0.192005,0.985894,0.515095,0.260255,-0.096643,-0.960691,-0.222959,0.778363,-0.586890,2.633891,0.506898,0.322725,0.769253,1.020166,0.919069,0.794337,0.630952,0.435294,0.913726,0.658824
717,0.804427,0.638491,0.531396,-0.023933,0.096687,-0.995027,-0.285249,0.400632,-0.870705,0.344438,0.982197,0.331134,0.005816,0.196907,0.254824,0.050374,0.769010,0.552941,0.298039,0.450980
718,0.390916,0.072027,0.578093,-0.116431,0.067803,-0.990882,0.047878,-0.330528,-0.942581,3.258233,0.914005,0.821905,0.203148,1.275149,0.779975,0.645856,0.093316,0.682353,0.321569,0.470588
719,0.170843,0.465370,0.972804,0.479092,0.709047,-0.517421,0.445553,0.254627,-0.858282,0.034246,0.725891,0.407378,0.066781,0.006282,0.760462,0.467916,0.841374,0.149020,0.172549,0.278431
720,0.351084,0.211426,0.064005,-0.659971,0.511393,-0.550377,-0.436798,-0.069126,-0.896900,0.301978,0.917751,0.202241,0.528885,1.064412,0.960932,0.499379,0.076253,0.584314,0.396079,0.172549
721,0.969728,0.313995,0.095012,0.410797,-0.245792,-0.877970,-0.325038,0.223056,-0.919019,0.195340,0.612229,0.277261,0.102249,0.689940,0.207697,0.306836,0.821130,0.619608,0.376471,0.282353
722,0.924033,0.728259,0.163968,-0.069611,0.209982,-0.975224,0.769380,0.007107,-0.638752,1.298275,0.088526,0.984746,0.914917,0.086864,0.734823,0.264022,0.838271,0.494118,0.596079,0.294118
723,0.805800,0.609292,0.374585,0.022721,-0.249384,-0.968138,-0.296378,0.494828,-0.816888,10.440340,0.422652,0.168943,0.020109,0.501873,0.489800,0.708681,0.186962,0.752941,0.607843,0.341177
724,0.392369,0.604475,0.665192,-0.189266,0.302795,-0.934074,-0.537913,-0.236972,-0.809008,4.933135,0.557311,0.180105,0.112824,0.974553,0.417523,0.683954,0.980416,0.564706,0.686275,0.764706
725,0.236595,0.895997,0.353058,-0.493324,-0.611532,-0.618596,-0.554175,0.347744,-0.756283,0.316254,0.973820,0.896146,0.228529,0.157200,0.928352,0.475587,0.124834,0.329412,0.556863,0.227451
726,0.970959,0.903942,0.550858,-0.680238,-0.269959,-0.681468,-0.623563,-0.443653,-0.643694,1.878591,0.024684,0.306772,0.012511,0.419332,0.702964,0.968543,0.369545,0.717647,0.760784,0.462745
727,0.850322,0.106590,0.683184,0.018516,0.662012,-0.749265,0.280511,0.065925,-0.957584,2.321551,0.609101,0.240493,0.681283,0.650032,0.793940,0.864141,0.609380,0.811765,0.305882,0.713726
728,0.914556,0.191649,0.005550,-0.581198,-0.328143,-0.744668,0.161010,0.088140,-0.983009,70.803440,0.182671,0.039851,0.075786,0.393767,0.413633,0.589741,0.434894,0.800000,0.321569,0.156863
729,0.485495,0.895201,0.813025,-0.050615,0.078642,-0.995617,-0.386804,0.325747,-0.862712,2.025644,0.308563,0.779017,0.803153,0.893171,0.943613,0.935907,0.618294,0.650980,0.937255,0.839216
730,0.249268,0.009621,0.378670,0.273779,-0.533872,-0.800016,-0.103427,-0.796267,-0.596038,2.889192,0.319744,0.630961,0.323030,0.567380,0.245031,0.923765,0.989434,0.333333,0.168628,0.533333
731,0.105297,0.009758,0.952075,0.706920,-0.134542,-0.694379,-0.437120,0.029696,-0.898913,4.329307,0.271108,0.818440,0.229459,0.195445,0.880799,0.876661,0.254838,0.227451,0.160784,0.505882
732,0.008198,0.523589,0.340012,0.065737,0.511406,-0.856822,-0.415372,0.526187,-0.742020,8.934935,0.212853,0.720534,0.900106,0.234493,0.437216,0.540551,0.267829,0.149020,0.737255,0.658824
733,0.128943,0.508119,0.426870,-0.005789,-0.024481,-0.999684,0.018404,0.023962,-0.999544,2.603977,0.853707,0.950352,0.436516,0.018784,0.532819,0.817386,0.739306,0.321569,0.639216,0.396079
734,0.240274,0.637755,0.506988,0.038268,0.439031,-0.897657,0.217946,0.001245,-0.975960,0.236687,0.897869,0.617887,0.138609,0.418896,0.663008,0.831427,0.272148,0.368628,0.611765,0.411765
735,0.217918,0.907672,0.329419,0.117521,-0.450943,-0.884782,0.014559,0.074528,-0.997113,0.306314,0.549734,0.862262,0.897835,0.187727,0.470870,0.740043,0.992083,0.270588,0.631373,0.400000
736,0.924828,0.189034,0.645943,0.089581,-0.148780,-0.984805,0.406321,-0.224394,-0.885749,1.590942,0.185075,0.098102,0.845577,0.052949,0.974927,0.579682,0.432940,0.494118,0.188235,0.600000
737,0.831497,0.948210,0.419912,-0.378979,-0.495644,-0.781481,-0.004767,-0.250533,-0.968096,4.146570,0.839627,0.843368,0.990822,0.009686,0.623438,0.832386,0.449890,0.827451,0.886275,0.639216
738,0.041475,0.353451,0.378977,0.030757,-0.839421,-0.542611,0.206089,-0.113192,-0.971965,0.593698,0.266077,0.548786,0.797424,3.413781,0.410657,0.649299,0.821412,0.317647,0.690196,0.745098
739,0.545617,0.019735,0.543912,0.019282,0.376644,-0.926157,0.126096,0.348269,-0.928875,2.887365,0.364070,0.198688,0.922590,1.987725,0.374863,0.162964,0.558402,0.678431,0.164706,0.811765
740,0.968693,0.510704,0.290892,-0.676563,-0.237001,-0.697203,-0.284268,-0.484516,-0.827307,1.381564,0.727409,0.580134,0.368819,0.441505,0.552994,0.045304,0.052346,0.780392,0.431373,0.278431
741,0.128056,0.003970,0.747311,-0.071787,-0.546358,-0.834470,0.559867,-0.451558,-0.694727,3.084676,0.932631,0.688925,0.232435,0.001008,0.238681,0.504460,0.460429,0.333333,0.145098,0.380392
742,0.285352,0.683943,0.666086,-0.389456,0.114447,-0.913907,0.399298,0.126220,-0.908091,1.296409,0.085136,0.957358,0.521798,0.936590,0.957126,0.390581,0.865415,0.505882,0.713726,0.756863
